raw_acc:magnitude_stats:mean,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,proc_gyro:magnitude_stats:mean,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv
0.994961,-0.391437,0.908423,,0.225892,0.020741,-0.048221,,,-181.460396,,,6e-06,3e-06
1.008647,-0.59493,0.173953,,,-0.026355,-0.015785,,329.904591,-212.569795,,-232.031951,,0.002248
1.019731,0.179306,0.975398,0.011056,0.653775,-0.024097,,,,-170.503773,114.280364,,6e-06,
,-0.056858,,,0.072669,-0.001013,-0.003155,-0.01152,256.364433,-175.834753,81.316208,,2e-06,
0.994846,-0.123528,0.18392,,,-0.007297,0.0034,,259.926307,,68.460413,-177.409302,8.1e-05,7.1e-05
,-0.105631,,0.969445,0.041748,,0.002415,,260.31085,-176.470864,,,,
0.995293,,,0.978642,0.146008,0.004512,,0.005475,260.314706,-175.259376,,-179.88121,2e-06,0.0
0.993485,-0.13002,0.220886,,0.02878,0.001238,-0.000916,-0.002294,262.13532,,70.293484,-179.330163,0.000251,3.1e-05
0.996349,-0.110836,,0.973999,,,0.003722,0.00111,260.494908,-176.607573,,-178.683843,,
,-0.105138,0.153952,0.978062,0.330877,,0.002312,-0.001961,260.166995,-176.487604,68.893529,,2.4e-05,7.3e-05
0.993589,-0.098139,0.242869,0.953214,0.106689,0.002347,-0.000232,-0.001169,259.078869,,,-182.408242,1.3e-05,0.000136
,,0.212166,,0.169644,-0.009959,-0.004299,-0.000298,,-174.964713,68.89012,,2.1e-05,0.00015
0.996666,,,0.963293,,0.004964,0.003246,-0.006752,262.433148,-175.830889,71.863531,,2.1e-05,0.000139
0.992601,,,0.91553,0.05873,,,0.00333,,-172.966669,71.774009,-177.341487,1.4e-05,5.2e-05
0.992872,-0.123394,0.354637,0.918995,,-0.001481,-0.000599,,263.515618,-171.775354,69.956924,,,9.3e-05
,-0.156375,,0.911337,0.072605,-0.002607,-0.002672,,262.33128,-173.342885,72.923089,,2.8e-05,
0.992217,-0.151393,,0.937354,0.105137,-0.000558,0.000659,-0.001287,,-171.672769,,,1.6e-05,3e-06
0.994135,-0.090881,0.154218,0.977335,0.017117,-6.7e-05,,0.000599,264.723105,-177.300128,,-182.384319,,
0.995527,-0.158028,,0.956254,0.244897,,-0.003426,-0.000644,263.774716,-174.949476,,-183.829438,4.2e-05,
0.994166,,0.287277,,,0.002736,-0.001251,-0.000154,263.857303,-175.302085,69.49077,-184.396294,5.7e-05,
0.992014,-0.146857,,0.933524,0.058114,-0.00602,-0.000779,,,-171.916354,67.691376,,4e-06,
0.994399,-0.035376,,0.986565,0.044336,0.000961,-0.002493,-0.003711,261.387743,,68.724077,-181.41224,1.5e-05,5.6e-05
0.994975,,0.105995,,0.021364,0.000731,-0.000271,0.000945,260.859477,-174.270656,68.838111,,,
0.993043,,0.304093,,0.03408,0.001277,,,262.763534,-176.022753,,-180.578702,,
0.989793,0.128086,,0.003125,,0.004238,0.000487,-0.005436,,-198.383467,110.673691,-156.66196,9e-06,
,,,0.668282,0.429707,,,,305.036337,-223.574277,,-173.43923,7e-06,3e-06
,-0.099163,0.289691,0.869743,,0.030645,-0.063924,-0.053581,264.498359,-180.320803,69.308529,-180.659622,7e-06,4e-06
0.994339,,,0.948472,,,0.003257,,,-173.233647,69.845022,-178.939085,5e-06,
0.994306,-0.042678,0.281816,0.951496,,,0.002101,,260.331992,-175.231047,69.460716,-179.557113,,0.000503
,-0.009321,,0.651451,,,-0.003129,,,,79.096488,-168.448194,6e-06,1e-06
1.022562,0.01653,,,0.549909,-0.005465,0.002121,0.029385,295.953313,-203.329001,74.525107,-201.637242,0.000301,0.002975
,0.015298,-0.038858,,0.164941,-0.009229,-0.019581,,,-175.026736,62.611852,,,
1.00638,0.009738,-0.044489,-1.003468,,,-0.010267,,261.16837,-174.012262,,-185.81541,,
1.00281,,,,0.005465,-0.000172,,-0.000688,269.81202,-173.701933,55.529164,-198.850392,1.9e-05,
1.002024,0.003341,-0.020746,,0.005281,0.000333,-0.000441,-0.00038,269.923847,-174.057546,55.876382,,1.8e-05,5e-05
1.009177,0.002415,-0.021605,,,-4.5e-05,4e-05,0.005683,,,56.443994,,,4.7e-05
,,-0.021354,-1.001523,0.005894,3.2e-05,,-0.003229,269.269573,-171.631134,,-195.512702,5e-05,8.7e-05
1.002715,,,,0.004123,,0.000173,,268.876282,-171.613536,69.448353,,,
1.001625,0.001257,-0.02037,,0.00411,,,-0.000169,,-171.784153,,-195.029054,1.4e-05,6.4e-05
1.001539,0.001076,,-1.001334,0.003991,0.000127,-0.000189,,269.109136,-171.812267,,-194.985162,2.4e-05,
1.001151,,,-1.000953,0.004001,,-5e-05,,269.153561,,,-194.883856,,6e-05
1.001337,0.000944,,-1.001146,0.00395,-8e-06,1.1e-05,-0.000144,269.20298,,70.261725,,,6.3e-05
,,-0.018851,,0.003867,-1.4e-05,3.6e-05,8.9e-05,269.208949,-171.948546,70.427767,-194.797319,3.6e-05,6.2e-05
1.000968,0.000922,,,0.003903,-0.00012,0.000116,,269.310523,-172.048127,70.572281,,,4.7e-05
1.000728,0.000706,-0.018199,,0.003825,-1.7e-05,,7.1e-05,,-172.035894,70.693563,-194.798775,2.9e-05,7.1e-05
1.003398,,-0.019011,-1.003214,0.00392,6.7e-05,4.4e-05,0.000321,269.600175,,70.918008,-195.296985,4.2e-05,6.1e-05
1.002667,0.000632,-0.018486,-1.002492,0.003889,,7.4e-05,,269.416017,-172.049843,70.941454,-194.80772,2.6e-05,8.4e-05
1.000831,,-0.01798,,0.003898,0.000261,9.8e-05,,269.34325,-171.994044,70.946996,,,5.2e-05
,,-0.017606,-1.000664,,,-5.2e-05,,269.384593,-172.07667,71.106644,-194.680204,,
1.053439,,,,,-0.078639,0.083962,-0.005558,285.560658,-188.80337,86.134201,-194.612181,1.9e-05,5.1e-05
1.052877,-0.292496,0.945882,,1.16115,0.075952,,,297.144465,-190.500527,,-196.632893,0.000232,
,,0.95606,,,0.009516,,0.004703,297.500131,-218.765879,,-165.46518,5.8e-05,3e-05
,-0.176553,0.972244,-0.114866,,0.00209,,0.041582,,-211.963944,,,1e-06,9e-06
,,0.980882,0.032312,,-0.00288,-0.010091,-0.000155,302.096036,,118.178198,-165.272345,,
,-0.149028,0.977154,,0.020451,,-0.000661,,,-223.834602,,-162.460532,4e-06,7e-06
0.98968,-0.134199,,0.044572,0.033898,,-0.003809,,300.463728,-222.854895,117.45648,,3e-06,
,-0.131713,,,0.246435,,,,287.762311,-169.613346,,,4e-06,6e-06
,-0.073543,0.980717,-0.048797,0.180767,-0.001628,0.011931,,296.341057,,,-159.735879,,2e-06
0.997563,-0.151648,0.961199,,0.412986,,0.091584,-0.003243,277.836249,-168.807904,123.608563,-180.33199,4e-06,
1.000395,-0.149303,-0.01969,-0.951044,,-0.000545,,0.000478,322.004015,-206.80165,81.14569,-233.09348,,1e-06
,-0.07941,0.967344,-0.131009,0.474823,-0.001329,0.026226,-0.000493,287.879136,,,-158.72698,2e-06,
,,0.984422,-0.034705,0.443937,,0.093705,-0.017914,278.96892,-175.344149,121.571723,-176.646698,0.000826,0.000693
1.000171,,0.221858,-0.973275,0.077274,0.002629,0.004072,-0.010936,290.576044,-208.277542,78.964123,-186.519144,0.000205,
1.041337,-0.036429,0.710967,-0.40085,1.048856,,0.225423,0.022961,298.075778,,108.309029,-189.072803,0.000165,
1.00064,,0.666537,-0.33347,0.320779,-0.002082,0.00452,0.001448,,-214.149989,120.963827,-188.557953,,6e-06
,0.073689,,-0.960587,0.190761,-0.001097,0.004239,-0.007253,293.046383,-203.157097,72.222472,-197.644704,0.000368,
,,,-0.972596,0.012026,0.000388,-0.000134,4.5e-05,,-210.832935,79.673692,-177.865283,4.1e-05,6.5e-05
0.998641,,0.231496,-0.963586,,-0.006819,-0.002852,-0.003561,285.465944,-210.876072,76.866748,,4.3e-05,4.8e-05
1.067902,-0.05605,0.99922,-0.09043,,,-0.01208,0.048296,289.93749,-194.208176,,-182.946391,,0.000491
1.079918,-0.078929,0.992904,-0.112217,1.744964,0.027224,-0.026859,0.143558,288.763749,-190.655048,,-188.131511,0.000137,0.001657
1.126577,-0.063646,1.002173,,2.182999,0.079438,0.121,,,-194.913394,102.853939,-192.95717,4.4e-05,0.001027
0.995372,-0.311201,,,,0.02708,,,281.164397,-196.641455,120.53071,-158.588438,0.000104,0.000381
1.028607,0.001214,,,0.887668,,0.122348,-0.057977,303.80215,-201.937238,,-208.839952,6e-06,3.7e-05
0.987435,,0.865749,-0.031137,,,,-0.0012,,-185.401758,131.037616,-150.326279,8e-06,9e-06
0.988004,-0.534665,0.826305,-0.063525,0.075302,-0.000694,,,,,128.565955,-150.37038,8e-06,5e-06
,-0.28339,0.937418,0.037114,,-0.043319,0.113265,-0.007129,292.725649,-168.37782,127.926938,-201.414452,3e-06,
,-0.303803,0.923258,,0.389742,0.001487,-0.005367,,,-217.630363,,-157.187004,1e-06,
,-0.215512,0.983085,-0.071321,1.744761,-0.000125,-0.079243,0.146018,,-188.879128,104.354286,-191.529525,,6e-06
0.996718,,0.941507,-0.055144,0.449861,-0.018818,0.04895,0.003488,,-217.611048,,-168.879004,4e-06,4e-06
0.989787,-0.298928,0.876815,,0.229487,,0.019192,-0.00828,291.237498,-184.627435,140.1224,-175.054925,,1.5e-05
0.990299,,,-0.029313,0.230506,,0.030279,0.016382,261.376184,-175.58151,129.053637,-144.118531,,
0.994508,,,-0.164669,0.33593,,,0.018799,277.42887,,133.428494,-182.944103,3e-06,4e-06
0.993206,-0.290245,0.593798,-0.656027,0.225446,0.047294,-0.033417,0.004762,305.535555,-167.244879,,,4e-06,6e-06
0.999154,-0.099472,,,,-0.022608,0.048379,-0.014092,285.831743,-179.217908,130.587022,-177.746711,,2e-06
0.989075,-0.039531,,,0.082399,0.005119,,0.001259,294.765767,,136.529369,-168.563646,3e-06,5e-06
1.017701,-0.033269,,-0.100893,,0.026869,-0.007514,,,-191.707295,130.701482,-165.44833,7e-06,7e-06
1.000987,0.147072,0.135178,-0.97802,0.068207,,0.001784,0.006262,287.981983,,105.323469,-221.029954,,2.1e-05
,0.08969,0.324904,-0.924126,,,,,,,,,,9e-06
,0.037783,0.970943,,0.533857,0.001194,-0.023243,,267.962568,,132.586348,-165.899527,4e-06,1.1e-05
,,,,,-0.021084,0.018163,-0.005849,287.189258,-175.433213,131.724165,-183.607689,,
,-0.08326,0.993736,-0.066152,,0.016189,0.08781,0.087636,,-203.951164,106.668431,-215.887687,9.9e-05,7.4e-05
0.996776,-0.041378,0.353005,,0.055451,0.000238,,,,-196.867871,80.56401,-201.528655,2.4e-05,0.000214
1.000458,-0.099175,0.953703,-0.179487,,,-0.012003,,290.325924,-195.168354,,-168.797668,0.000133,
,,,0.015259,0.102074,,-0.014831,0.000329,,-174.042951,133.000067,-153.92649,1e-06,
,,0.963952,-0.131416,0.871264,0.023902,,0.038078,297.144681,-202.757273,120.599983,-179.489715,0.000591,0.004226
0.993685,-0.036619,0.923408,,0.401974,,,,285.389726,-180.513095,135.959411,,1e-06,4e-06
0.99552,-0.256755,0.759256,,0.176622,0.042511,-0.019321,0.001687,,,137.198653,-191.036933,,
0.985235,-0.085713,0.977028,0.045394,0.127036,-0.009044,-0.019104,0.008586,289.858562,-207.272081,122.670713,-161.2511,,9e-06
,-0.071088,0.973154,0.031147,,,-0.031817,0.006821,284.7898,-203.03863,122.578207,-157.549167,5e-06,
0.991287,-0.053555,0.936697,,0.266129,0.003111,,,278.681459,-193.2583,131.979729,-150.665353,,6e-06
0.991275,,0.969566,-0.000929,0.281382,,,0.019039,287.154169,-206.154593,121.736487,,3e-06,6e-06
0.991688,-0.062099,,-0.086415,,0.000726,-0.01253,0.001323,273.245343,,125.129586,,5e-06,6e-06
1.01243,-0.018379,,-0.034166,0.469069,0.001419,,-0.023145,260.855211,,121.221096,-155.907678,3e-06,7e-06
1.020518,,0.663378,-0.434298,,0.023836,-0.018514,,308.272033,,,-196.904151,1.6e-05,
0.989558,,,-0.143161,0.186588,,0.049714,,271.336827,-160.215241,120.927164,-180.552908,,5e-06
1.052943,-0.095556,,,,,-0.27536,0.07204,279.669194,-179.282721,112.695398,,,3e-06
,0.207253,-0.569245,,,-0.000345,0.015687,,303.103974,-198.298265,,-216.856646,0.00026,0.000669
1.000045,0.124507,0.292404,-0.946001,0.09687,-0.000295,-0.003843,0.001878,,-206.140428,67.004827,-192.934495,2.8e-05,0.000292
0.997042,0.089266,0.26483,-0.956656,0.027766,-0.002367,-0.002436,-0.003363,,,68.303323,-194.090258,2.7e-05,5.1e-05
0.997118,0.012825,,-0.973289,0.032717,-0.000661,0.000884,,289.253448,,,-195.957866,2.2e-05,8.7e-05
0.997139,0.055987,0.209145,-0.973054,,,0.000456,,289.696825,-201.228158,63.236162,-198.569564,2e-05,8.5e-05
1.002052,0.063244,,-0.979883,0.046539,0.001393,-0.000635,0.001821,290.437811,-200.090496,63.320782,-200.76314,3e-05,9.3e-05
0.997765,0.126375,0.267133,-0.952959,,,,0.002268,303.100091,,77.158974,,,5.7e-05
,,0.250996,-0.953357,,-6.9e-05,,0.00031,,-206.629316,,-207.817115,1.5e-05,4.4e-05
0.99499,0.207461,,-0.922992,,-0.003512,0.000727,0.001585,304.081503,-203.647057,88.920255,-207.568739,1.6e-05,
1.025664,-0.024983,-0.292279,-0.857411,0.662344,0.040229,-0.018211,-0.004078,318.606603,-211.505316,87.713413,-220.726452,,
,-0.20809,0.956619,-0.009742,0.345041,0.012938,-0.0034,-0.020485,259.727277,-170.523518,125.276658,,5e-06,0.000141
1.020176,,0.972974,-0.064517,1.142615,,0.006546,0.071132,284.719286,-183.025352,,-192.004645,,
1.000741,-0.320309,,-0.238144,0.578844,,-0.05078,,288.591032,-196.76078,128.990971,-166.068023,7.3e-05,0.000649
0.98891,-0.124936,,-0.031734,,0.007714,,-0.005206,,-197.215759,124.826063,-155.574637,,
0.994551,-0.271132,0.884054,-0.199901,0.344777,-0.043096,,,279.866479,-181.230975,129.682849,,3e-06,
0.993552,-0.254581,,,0.283117,0.00974,-0.005635,-0.000566,,-180.80132,130.012376,-159.915192,,1.2e-05
,-0.231606,0.940814,-0.073527,,0.000229,,0.022378,278.339559,-175.637738,130.219981,-170.111526,2e-06,8e-06
0.99697,-0.111608,0.969625,-0.075826,,0.00136,0.113989,-0.025699,,,,-164.413844,,
0.987012,-0.042883,,0.034236,,0.000271,-0.001967,-0.000539,253.380463,-165.571759,121.306354,-148.563722,0.000171,0.000628
1.006204,,0.000322,-0.290714,0.284302,-0.003525,0.054518,-0.08834,251.20985,-158.197666,58.361259,,2e-06,1e-05
0.985409,,,,0.262806,0.003111,-0.056045,0.000913,299.508639,,126.869512,,,
0.993039,,0.919923,-0.020202,0.48091,0.023052,,0.013484,,-181.690675,,-182.387648,5e-06,1.3e-05
1.037444,-0.329553,0.923425,-0.106586,1.103048,0.021114,,,,-175.471199,118.411595,,6e-06,5e-06
1.014743,,,-0.930312,0.144928,,,0.00124,,-197.199448,77.508536,-199.190297,,0.000126
0.99179,-0.273916,0.143772,0.941341,,,-0.003488,-0.002938,265.541913,,82.525183,-185.629856,,0.000186
0.996251,,0.094147,0.97077,0.054607,0.000565,-0.00137,,260.402595,-169.627509,,-180.964996,,8.1e-05
0.995695,-0.193783,0.077446,0.97202,,,0.004146,-0.003377,260.260574,-169.46054,,,0.000144,0.000186
0.992418,-0.228798,0.059638,0.96379,0.013432,0.00058,0.000512,0.000255,,-167.21376,79.866804,-174.658438,1.3e-05,6.7e-05
0.996401,-0.24619,0.074197,,,-0.007768,,0.019836,,,79.927337,-178.346226,3.4e-05,
,-0.118757,0.555481,0.542624,,,0.14934,-0.04014,267.596966,-170.524805,99.431212,,,
0.995044,-0.469323,-0.008916,0.876981,,4e-06,0.001992,0.000193,257.46407,-175.410463,85.341505,-168.030697,,0.000329
,-0.479913,-0.014273,,0.10432,-0.005765,-0.001325,0.005603,,-177.942464,89.140224,,9e-06,5e-05
0.995397,-0.459416,-0.040128,0.881881,0.027932,0.00029,0.001205,0.000476,,-175.654907,84.440955,-166.941294,1.5e-05,
0.995341,,-0.032557,0.880647,0.017132,0.00094,,-0.001154,256.628567,-175.651473,84.519393,,,7.8e-05
0.995411,-0.464708,,,0.078556,0.008608,0.002351,-0.020896,,-179.596484,91.474831,-167.008692,0.000323,
,,-0.043629,0.890191,0.049399,0.007633,0.002742,-0.004318,,,87.478524,-166.598684,5.3e-05,8.1e-05
0.995973,,-0.034178,0.894587,0.018645,-0.002739,-0.000437,-0.00032,256.464298,-175.291138,84.705898,-166.945246,6e-06,5.5e-05
,-0.433063,-0.014899,,,-0.000423,0.000205,0.000401,256.252906,-174.988749,84.559465,,,2.7e-05
0.995745,,-0.013789,0.897625,0.005827,-8.2e-05,,0.000275,,-174.80547,84.521525,-167.047384,4.1e-05,6.8e-05
0.993585,-0.429643,-0.023686,0.895553,,-9.6e-05,0.000138,,256.615905,-174.987032,,-167.404347,1.9e-05,4.3e-05
,-0.421475,-0.01533,0.901948,0.009145,,0.000314,-0.001169,,,84.059634,-167.132465,2.3e-05,
,-0.376624,0.050815,0.852596,0.053138,0.010877,-0.006602,-0.014613,,,,-167.184886,4.7e-05,7.2e-05
1.018749,,0.962389,0.094785,1.011097,0.009572,,-0.017285,301.541181,-180.92601,122.569042,,1.1e-05,1.4e-05
0.993888,0.185157,0.965159,0.078223,0.232513,0.017043,0.0755,0.005413,281.072842,,112.749537,-205.034009,,4e-06
0.989632,0.114644,0.979072,0.003527,,-0.003959,,0.002198,,-154.485081,113.148976,-204.549321,,0.001035
0.98904,,0.936437,0.241589,0.147118,0.011342,0.00063,,269.528814,,114.146507,-194.152456,,7e-06
,,,,0.622289,,0.003766,-0.019624,285.166124,-156.747958,118.006613,-206.494313,,0.00037
1.040334,0.111282,,0.154969,0.888335,-0.019486,,-0.066692,,,121.442982,,9e-06,1e-05
,0.163312,0.970538,0.059916,0.051525,-0.001006,,-8.2e-05,280.272583,-153.33304,,-206.134021,3e-06,1e-06
,,0.975455,0.007952,0.120988,0.003954,-0.000391,,286.844938,-157.28127,112.535749,-211.828167,6e-06,
1.058966,0.090951,0.985675,0.068033,,-0.024912,,,292.274327,-190.652687,109.726462,-191.274493,0.000414,0.005062
1.036627,0.080033,0.94279,,0.793054,,-0.179119,,286.083345,-189.172288,110.212439,,5e-06,4e-06
0.990015,0.03168,,0.026886,0.385612,0.006517,,,302.437172,-179.323068,125.493643,-208.042401,7e-06,4e-06
,0.075393,0.974865,0.01853,0.940504,0.012317,0.29453,-0.01881,288.761633,,118.041783,-189.451401,,1.8e-05
0.99419,0.06296,0.985107,-0.021203,0.29502,0.010028,0.082584,0.016287,276.62251,-153.695306,,-195.754214,,0.0002
,0.073583,,0.085588,1.47718,-0.014567,0.229409,-0.060122,289.476298,-181.690246,,-192.730844,,
1.081144,0.041583,,0.040256,,0.011588,,,,,114.067643,-183.472267,,1.1e-05
1.015891,0.108088,,0.073057,0.990772,,,-0.016624,296.396542,-191.62102,107.398462,,0.000146,
1.038256,0.047956,-0.032101,-0.623868,0.892466,0.061027,-0.024944,-0.057004,,-196.69425,82.332497,-213.558273,,
1.019614,-0.166081,,,0.922629,,0.172675,0.021997,287.009372,-179.158245,108.674577,-193.952756,7.4e-05,
,,,-0.082979,0.308875,0.007692,-0.031216,0.009098,297.937762,,,,1e-06,
1.058102,-0.054033,0.996633,,1.450529,-0.015209,0.192262,0.044258,291.096632,-185.357763,103.181121,,,0.001362
1.023148,-0.029121,0.978525,-0.095672,1.104713,0.009854,,,277.591053,-179.591978,103.977867,-183.452921,8e-05,
,-0.038096,0.994282,-0.062425,,0.062062,-0.187239,0.117532,289.193835,-183.263787,,-195.339421,0.002038,0.009647
,0.140963,,-0.086833,0.992761,-0.147457,-0.026378,0.09355,,-170.388741,62.796651,-183.436904,5.8e-05,
,-0.787237,0.984257,-0.044574,3.231676,-0.077758,-0.036482,,,,,-181.201723,0.00015,0.000265
1.147737,0.080414,,0.103282,2.193139,-0.033524,0.021897,-0.127671,278.916559,,,,0.000164,0.000186
1.168809,0.042632,,0.101321,2.239077,-0.055183,0.049718,-0.166565,271.198172,,117.322196,,3e-05,3e-05
,0.262499,,,0.62233,-0.064156,-0.00635,-0.092323,288.740161,-170.737272,88.182125,,,1.7e-05
,,,-0.232848,1.007475,,,-0.121049,292.780741,-186.35378,83.184662,-206.820905,0.000106,0.000126
,,0.822288,-0.513924,,,0.056353,-0.033636,309.10397,-194.529666,,,,0.000624
,-0.17047,0.848215,-0.481489,0.069334,0.012756,,0.03414,318.148867,-216.470167,103.966357,-208.587623,,4.3e-05
0.993078,-0.133169,,-0.528132,0.062874,0.007932,-0.043864,,314.48216,-219.021912,110.03169,,3.9e-05,8.8e-05
1.010901,,,,,0.005293,0.002,,,-159.603379,59.518225,-216.216567,0.0,
1.009867,0.031778,0.679578,-0.335966,,-0.085901,,,,-196.306445,92.423978,-209.633966,9.8e-05,
1.002681,,0.967486,-0.14161,,,0.062889,-0.000955,,-161.465359,,,0.001016,0.023758
,0.154818,,,0.383297,,-0.079328,-0.002,298.195675,-186.232738,104.67891,-207.934646,,0.070691
,,0.20696,-0.957935,,0.011563,,0.001383,328.823088,-181.655693,94.543094,-257.208673,,
1.008668,-0.014114,0.16424,,,,0.003104,-0.002247,333.460698,-187.445086,90.225573,-260.584429,,0.053043
1.036162,,0.955695,,,-0.009391,-0.055107,-0.054179,319.260313,-203.982068,,,0.001809,
1.125212,0.179337,0.942075,-0.262235,2.094926,0.020806,0.227744,-0.172182,315.32701,-196.345504,109.076788,-220.528416,,0.006304
1.022607,0.17539,0.956438,-0.189781,1.083944,0.004797,-0.021253,-0.062839,,-208.067007,105.008863,-235.98746,0.000178,0.004596
,,,,0.485047,,,-0.029335,,-204.695441,,,0.000124,0.000824
1.063647,0.175294,,-0.21473,,0.003271,-0.063526,-0.035497,310.664534,-195.306779,110.677527,,0.000449,
,,0.975533,-0.190287,2.10374,0.035734,0.18915,-0.177253,309.868958,-197.277567,,,0.000124,0.002389
1.000072,0.268496,,,0.44511,,-0.117676,,325.055835,-208.413606,115.48401,,0.000186,
1.031158,0.198686,0.943064,-0.199922,1.307555,,,-0.095197,312.006232,-191.280215,107.993145,-220.758487,,
1.088505,,,-0.268751,1.800862,0.019056,,,328.023116,-201.627337,,,,0.00123
,,,-0.197143,1.942596,0.039136,0.10263,-0.130216,310.141322,-201.059472,109.95858,-208.441801,0.002515,
1.015459,-0.275695,0.378485,-0.809772,,,-0.079608,0.048569,,,,-231.303047,4e-06,6.2e-05
,-0.163902,0.957237,0.163067,,0.00996,,,284.982685,-186.996975,115.868528,,3.3e-05,7.3e-05
1.068709,,0.805738,0.21424,,,0.17706,,,-202.999142,112.586692,-191.245994,0.000115,0.002094
,-0.439733,-0.233749,,0.199706,0.057406,0.035436,-0.13011,270.256183,,,,0.000856,0.004893
,,,0.954683,0.159876,-0.028545,,0.099738,,,39.160694,-168.203562,0.00049,0.000234
0.999411,,-0.30387,0.893013,0.146946,-0.003766,-0.00061,0.012214,,-220.126094,38.617594,,8.9e-05,0.00024
,,-0.228245,,0.124281,0.014619,0.003123,,287.897018,-223.757341,,-173.537623,0.00029,
1.018522,,-0.03567,0.491351,0.648143,,,0.008236,,-207.25019,45.042294,-184.039331,0.000332,0.000561
,,,-0.108672,0.578551,-0.05716,-0.113139,0.029423,285.443739,-179.849513,,-205.594625,5e-05,0.000341
1.003074,-0.565296,,,,,,0.036848,294.662017,,80.260274,,0.000877,0.002672
1.00341,-0.534286,-0.01179,0.838055,0.154817,,,0.016228,292.188204,-233.409548,,-157.919236,0.000113,0.00027
1.001252,-0.324325,0.086715,0.938253,0.088953,0.003178,-0.000282,,,-209.507058,74.200057,-159.742536,,
,-0.431709,0.099308,0.888136,0.087284,,,-0.000164,269.060698,-210.941314,,-152.50571,0.000327,0.000165
,,0.094245,0.891357,0.094195,0.000839,0.003645,0.000117,269.107407,-210.869848,68.837259,-152.356559,,0.000119
0.999631,-0.171221,-0.19447,0.961569,0.056982,0.002233,0.000263,,247.908721,,,,,9.6e-05
,,-0.173197,0.967977,,,-0.002793,,,-184.915231,70.050283,-150.034842,,0.000138
1.003935,,-0.157694,0.976539,0.110768,0.000679,,-0.010754,249.521494,,68.088684,-150.384108,,0.000105
1.003322,-0.114361,,0.973325,0.086709,-0.003927,,0.016471,245.957582,-181.401378,72.004209,-149.577405,0.000203,0.000299
,-0.444296,0.168035,0.859155,,0.00136,-0.002718,-0.010599,275.024236,-209.759228,83.37074,-156.891198,0.000241,
0.992308,,0.195535,,0.069376,0.002399,-0.000566,-0.002523,,-204.062333,,-158.216498,,
1.004759,-0.419472,0.179838,0.889497,0.075492,-0.001195,0.000304,,270.488512,-203.423002,,,0.000783,
0.987866,-0.165952,0.123376,0.961704,,0.000276,-0.001906,,275.892317,-208.352442,,-159.604826,0.000344,8e-05
,,-0.207874,-0.220509,,0.031125,,-0.006201,281.450262,-195.365153,,,0.000592,6.1e-05
0.996259,-0.091115,0.307824,0.939216,0.061848,0.000249,-0.000731,-0.001871,,-204.249261,94.41691,,0.000572,
1.005864,-0.097777,0.276296,0.954847,,0.001314,,,268.700379,-198.889523,88.639753,-157.418323,,
1.001623,-0.101988,0.274515,0.947102,0.123797,-0.001081,,,282.488227,,103.731681,,0.001633,
0.992746,,0.292603,0.940388,0.075533,-0.000749,-0.004423,-0.000221,,,98.948645,-161.374248,0.000836,0.000646
1.011687,-0.061958,0.303157,,0.137888,0.004749,-6.3e-05,,281.642738,-205.784171,,-162.072157,,0.001487
1.007729,-0.101733,0.20531,0.969129,,,,0.055384,281.187082,-197.223485,,-163.437396,,0.006382
1.009543,,0.24063,,,-0.004911,,,261.829552,-176.796433,110.647687,-158.214209,0.001704,0.000114
,-0.223463,0.967694,0.166959,1.751767,,-0.037658,0.102894,,,123.058216,-200.435091,0.000537,0.000493
,-0.197803,0.980635,,2.567098,-0.013173,-0.113571,,313.813264,-205.744897,126.520589,,,1.2e-05
1.155701,-0.185673,0.98309,,2.619647,-0.027566,-0.075705,,,-210.681204,122.133794,,,
1.173648,-0.192843,,0.141149,2.64902,,,0.20003,299.311966,,,-194.318873,,0.000519
,,0.944306,,0.946469,,-0.207178,,289.591228,,104.194851,-181.869885,0.000131,0.000258
,-0.244287,,0.199381,,,0.069631,,329.699818,-222.463441,,-208.045521,,
0.994289,-0.257412,,0.253877,0.23541,,0.014667,,,-217.037174,,,2e-06,3e-06
1.008423,-0.268779,0.939008,0.124382,0.891477,0.081168,,,,-208.690242,114.539978,,,
0.992793,-0.167763,0.962663,0.120738,0.205818,-0.009891,0.032829,0.002081,269.8405,-177.938602,115.666038,,1e-06,6e-06
,0.369246,0.668398,0.420628,,,,,238.813891,,,,2e-06,
,0.045757,,-0.847596,0.170296,,0.006674,,,-172.40095,85.952173,-212.736176,1e-05,1.4e-05
,,0.961461,0.201059,,,-0.254476,-0.002193,276.046865,-191.454909,99.824896,-170.573539,,
,-0.144157,0.936625,0.283646,0.103019,0.001393,,,282.206479,-206.913892,97.727095,-165.135467,,4e-06
1.01795,-0.106512,0.945952,,0.299858,0.010108,0.073092,,277.707898,-201.876289,97.222575,-164.014861,,
1.028162,-0.294328,0.924063,,,0.03351,0.024797,0.011984,299.224602,-226.408453,86.746148,,,
1.013653,,0.92413,0.139748,0.774015,0.020877,-0.125945,-0.01024,277.565166,-177.503367,,,0.000198,0.000212
